postcode_sector,network,outage_type,outage_count,total_customers_affected,time_off_supply_hours_total_approx
UB10 9,SEPD,LV,1,13,1.17
GU20 6,SEPD,HV,2,64,1.15
FK15 9,SHEPD,"HV,PSI",2,15,1.14
SP9 7,SEPD,PSI,1,42,1.08
SP4 9,SEPD,LV,1,15,1.07
G83 8,SHEPD,LV,1,6,1.04
HS3 3,SHEPD,HV,1,610,1.04
HS4 3,SHEPD,HV,1,610,1.04
SO19 9,SEPD,HV,1,246,1.04
SO31 8,SEPD,HV,1,246,1.04
BH16 5,SEPD,LV,1,3,0.97
AB41 8,SHEPD,"HV,PSI",2,129,0.93
AB32 7,SHEPD,HV,1,20,0.93
BH8 0,SEPD,HV,1,25,0.93
GU34 4,SEPD,HV,2,14,0.92
PO20 8,SEPD,"LV,PSI",3,21,0.91
RG42 6,SEPD,HV,3,783,0.9
OX7 7,SEPD,LV,1,29,0.9
OX27 7,SEPD,HV,2,148,0.89
SN1 1,SEPD,LV,1,4,0.89
PA32 8,SHEPD,PSI,3,19,0.88
BA14 0,SEPD,LV,1,10,0.88
G63 0,SHEPD,HV,1,105,0.88
IV24 3,SHEPD,PSI,1,40,0.88
W3 7,SEPD,LV,1,8,0.88
GU33 7,SEPD,LV,1,20,0.86
PA23 7,SHEPD,LV,1,12,0.86
PA23 8,SHEPD,LV,1,12,0.86
RG27 9,SEPD,LV,1,29,0.83
PO5 3,SEPD,LV,1,24,0.82
GU46 6,SEPD,LV,1,27,0.81
SO18 4,SEPD,HV,1,1321,0.81
SO18 6,SEPD,HV,1,1321,0.81
KW1 5,SHEPD,"HV,LV",2,27,0.78
KW5 6,SHEPD,HV,1,16,0.78
BH10 4,SEPD,LV,1,3,0.74
PO4 9,SEPD,LV,2,68,0.69
PO5 2,SEPD,LV,1,48,0.66
DT4 9,SEPD,LV,2,45,0.65
PO1 4,SEPD,LV,1,17,0.57
PH2 0,SHEPD,"HV,LV,PSI",4,123,0.36
BH23 4,SEPD,"HV,LV",3,846,0.0
OX15 0,SEPD,LV,3,46,0.0
RG21 3,SEPD,"HV,LV",3,660,0.0
SL6 3,SEPD,"HV,LV",3,787,0.0
AB42 3,SHEPD,"HV,LV",2,111,0.0
AB43 6,SHEPD,"HV,PSI",2,113,0.0
BH22 0,SEPD,PSI,2,10,0.0
BH5 1,SEPD,"HV,LV",2,1600,0.0
DD1 3,SHEPD,"HV,LV",2,55,0.0
DD3 7,SHEPD,"LV,PSI",2,239,0.0
DD4 9,SHEPD,LV,2,7,0.0
GL7 4,SEPD,"HV,LV",2,681,0.0
KW1 4,SHEPD,LV,2,10,0.0
OX2 8,SEPD,HV,2,516,0.0
OX3 0,SEPD,"HV,LV",2,23,0.0
PH1 2,SHEPD,LV,2,24,0.0
PO17 6,SEPD,"HV,PSI",2,559,0.0
RG2 0,SEPD,LV,2,7,0.0
RG25 3,SEPD,HV,2,647,0.0
RG31 6,SEPD,"HV,LV",2,1355,0.0
RG42 5,SEPD,HV,2,780,0.0
RG5 2,SEPD,HV,2,647,0.0
SL1 7,SEPD,"HV,LV",2,123,0.0
SL5 7,SEPD,HV,2,780,0.0
AB10 7,SHEPD,LV,1,9,0.0
AB12 3,SHEPD,HV,1,39,0.0
AB13 0,SHEPD,HV,1,1624,0.0
AB14 0,SHEPD,HV,1,1624,0.0
AB15 7,SHEPD,HV,1,1624,0.0
AB15 8,SHEPD,HV,1,993,0.0
AB22 8,SHEPD,PSI,1,33,0.0
AB31 4,SHEPD,HV,1,47,0.0
AB37 9,SHEPD,LV,1,2,0.0
AB41 9,SHEPD,HV,1,31,0.0
AB42 1,SHEPD,LV,1,6,0.0
AB42 4,SHEPD,HV,1,108,0.0
BA21 4,SEPD,LV,1,7,0.0
BH15 2,SEPD,HV,1,1567,0.0
BH15 3,SEPD,HV,1,1567,0.0
BH17 0,SEPD,HV,1,1567,0.0
BH17 8,SEPD,LV,1,47,0.0
BH18 8,SEPD,LV,1,30,0.0
BH2 5,SEPD,HV,1,258,0.0
BH23 2,SEPD,HV,1,25,0.0
BH23 6,SEPD,HV,1,25,0.0
BH6 4,SEPD,LV,1,130,0.0
BH7 6,SEPD,LV,1,33,0.0
BN18 0,SEPD,PSI,1,72,0.0
DD1 2,SHEPD,LV,1,29,0.0
FK18 8,SHEPD,PSI,1,34,0.0
GL54 2,SEPD,HV,1,673,0.0
GL54 3,SEPD,HV,1,673,0.0
GL54 4,SEPD,HV,1,673,0.0
GU14 0,SEPD,LV,1,16,0.0
GU14 8,SEPD,LV,1,15,0.0
GU17 9,SEPD,HV,1,13,0.0
GU52 8,SEPD,LV,1,28,0.0
HP16 0,SEPD,HV,1,235,0.0
HP16 9,SEPD,HV,1,235,0.0
HP27 0,SEPD,HV,1,235,0.0
IP6 0,SEPD,LV,1,30,0.0
IV1 1,SHEPD,HV,1,21,0.0
IV12 5,SHEPD,LV,1,12,0.0
IV13 7,SHEPD,HV,1,27,0.0
IV2 7,SHEPD,HV,1,45,0.0
IV25 3,SHEPD,LV,1,3,0.0
IV3 8,SHEPD,HV,1,45,0.0
IV36 0,SHEPD,LV,1,19,0.0
IV36 1,SHEPD,LV,1,19,0.0
IV36 3,SHEPD,LV,1,19,0.0
IV4 7,SHEPD,LV,1,2,0.0
KW3 6,SHEPD,LV,1,8,0.0
LE1 4,SEPD,PSI,1,7,0.0
LS26 8,SHEPD,LV,1,15,0.0
ML5 2,SHEPD,LV,1,23,0.0
OX10 0,SEPD,HV,1,1575,0.0
OX10 8,SEPD,HV,1,1575,0.0
OX11 9,SEPD,HV,1,1575,0.0
OX15 4,SEPD,LV,1,12,0.0
OX26 3,SEPD,LV,1,11,0.0
OX29 6,SEPD,LV,1,20,0.0
OX5 1,SEPD,HV,1,502,0.0
PH1 5,SHEPD,LV,1,17,0.0
PH17 2,SHEPD,PSI,1,26,0.0
PH3 1,SHEPD,HV,1,10,0.0
PH31 4,SHEPD,LV,1,4,0.0
PH36 4,SHEPD,LV,1,3,0.0
PH7 4,SHEPD,HV,1,4,0.0
PO16 8,SEPD,HV,1,542,0.0
PO16 9,SEPD,HV,1,542,0.0
PO17 5,SEPD,HV,1,414,0.0
PO2 7,SEPD,LV,1,19,0.0
PO2 9,SEPD,LV,1,33,0.0
PO21 1,SEPD,LV,1,13,0.0
PO22 6,SEPD,PSI,1,72,0.0
PO22 8,SEPD,PSI,1,72,0.0
PO31 7,SEPD,LV,1,14,0.0
PO7 4,SEPD,PSI,1,17,0.0
RG1 3,SEPD,LV,1,30,0.0
RG1 5,SEPD,LV,1,5,0.0
RG16 0,SEPD,HV,1,66,0.0
RG2 7,SEPD,LV,1,17,0.0
RG20 2,SEPD,HV,1,42,0.0
RG31 5,SEPD,HV,1,1344,0.0
RG7 6,SEPD,PSI,1,40,0.0
RG8 8,SEPD,HV,1,1344,0.0
RG9 2,SEPD,LV,1,27,0.0
RH13 8,SEPD,HV,1,367,0.0
SL1 6,SEPD,LV,1,20,0.0
SL4 5,SEPD,LV,1,47,0.0
SL5 8,SEPD,LV,1,6,0.0
SL7 3,SEPD,HV,1,5,0.0
SN15 1,SEPD,PSI,1,36,0.0
SN3 3,SEPD,LV,1,11,0.0
SO14 3,SEPD,LV,1,12,0.0
SO15 8,SEPD,HV,1,2122,0.0
SO20 8,SEPD,LV,1,4,0.0
SO23 9,SEPD,LV,1,32,0.0
SO30 3,SEPD,HV,1,2122,0.0
SO45 3,SEPD,HV,1,2085,0.0
SO51 6,SEPD,PSI,1,37,0.0
SP1 1,SEPD,LV,1,5,0.0
SP1 2,SEPD,HV,1,243,0.0
SP11 7,SEPD,HV,1,32,0.0
SP4 6,SEPD,PSI,1,33,0.0
SP5 3,SEPD,HV,1,243,0.0
TW13 7,SEPD,LV,1,6,0.0
TW3 1,SEPD,LV,1,5,0.0
UB7 7,SEPD,LV,1,43,0.0
W3 0,SEPD,LV,1,7,0.0
W3 6,SEPD,LV,1,5,0.0
