postcode_sector,network,outage_type,outage_count,total_customers_affected,time_off_supply_hours_total_approx
IV51 9,SHEPD,"LV,PSI",6,135,5.11
SL6 4,SEPD,LV,1,18,4.97
PO33 1,SEPD,"LV,PSI",3,85,4.96
SL1 9,SEPD,LV,2,19,4.9
SL1 3,SEPD,LV,2,104,4.87
SP8 5,SEPD,"HV,PSI",2,31,4.87
AB56 5,SHEPD,HV,1,25,4.87
RH14 0,SEPD,"HV,LV,PSI",6,720,4.85
PO12 1,SEPD,LV,1,7,4.84
PA46 7,SHEPD,HV,1,4,4.83
SP4 9,SEPD,LV,1,6,4.78
AB51 8,SHEPD,"HV,PSI",6,238,4.77
OX14 4,SEPD,"LV,PSI",3,56,4.75
RG12 7,SEPD,LV,3,48,4.74
KW6 6,SHEPD,HV,1,7,4.73
SP8 4,SEPD,LV,1,28,4.73
IV22 2,SHEPD,"HV,PSI",3,396,4.68
DT11 9,SEPD,"HV,PSI",2,100,4.64
W4 3,SEPD,PSI,1,33,4.64
PO16 7,SEPD,"HV,PSI",3,2026,4.63
HS7 5,SHEPD,"HV,LV,PSI",3,3324,4.59
OX4 2,SEPD,"HV,LV,PSI",3,969,4.59
SO24 9,SEPD,PSI,2,95,4.59
RG45 7,SEPD,LV,3,51,4.55
GU35 0,SEPD,"LV,PSI",2,11,4.54
AB53 5,SHEPD,PSI,2,17,4.51
AB54 8,SHEPD,LV,1,37,4.51
IV56 8,SHEPD,HV,1,2,4.51
PO7 7,SEPD,PSI,1,2,4.5
SL3 7,SEPD,LV,2,13,4.49
SP7 9,SEPD,"HV,LV,PSI",4,236,4.48
BH21 5,SEPD,"HV,PSI",3,115,4.43
IV49 9,SHEPD,"HV,PSI",2,228,4.41
NW10 7,SEPD,LV,1,4,4.4
PO9 3,SEPD,"HV,LV,PSI",3,551,4.34
PO19 3,SEPD,"LV,PSI",2,192,4.33
OX18 2,SEPD,"LV,PSI",3,35,4.32
BA11 3,SEPD,PSI,2,103,4.32
PH2 0,SHEPD,"HV,LV,PSI",5,72,4.3
W7 3,SEPD,LV,2,116,4.29
OX11 0,SEPD,"HV,LV",2,219,4.27
BH25 6,SEPD,LV,1,11,4.27
AB31 5,SHEPD,"HV,LV,PSI",4,201,4.25
GU35 8,SEPD,"HV,LV,PSI",3,357,4.17
PA21 2,SHEPD,"HV,LV",3,21,4.13
BH25 7,SEPD,LV,2,34,4.12
PH1 2,SHEPD,LV,2,33,4.11
RG8 8,SEPD,"HV,PSI",2,118,4.06
RG9 6,SEPD,"HV,PSI",3,84,4.05
DT3 6,SEPD,"HV,LV",5,185,3.98
SP2 9,SEPD,LV,1,61,3.98
PH6 2,SHEPD,PSI,1,35,3.92
RG20 2,SEPD,HV,1,417,3.91
IV2 7,SHEPD,PSI,3,14,3.88
SL9 8,SEPD,HV,1,5,3.88
BH24 4,SEPD,"HV,PSI",2,34,3.86
PO41 0,SEPD,"HV,LV",3,437,3.85
PA77 6,SHEPD,HV,1,66,3.84
HS1 2,SHEPD,PSI,1,25,3.83
RG20 0,SEPD,PSI,4,35,3.81
AB31 6,SHEPD,PSI,2,54,3.81
RG17 9,SEPD,PSI,2,12,3.81
GU31 4,SEPD,PSI,1,55,3.79
AB41 6,SHEPD,HV,1,45,3.76
RG19 3,SEPD,LV,3,52,3.75
SL3 8,SEPD,LV,1,9,3.75
SL1 2,SEPD,"LV,PSI",2,63,3.74
BH21 7,SEPD,PSI,1,15,3.74
SO14 1,SEPD,PSI,1,5,3.74
BA12 7,SEPD,"HV,LV",2,44,3.71
BA12 8,SEPD,"HV,LV",2,44,3.71
SL8 5,SEPD,LV,2,20,3.68
SN10 3,SEPD,LV,2,44,3.68
BA12 0,SEPD,"HV,PSI",3,298,3.67
RG30 4,SEPD,LV,5,104,3.66
KW3 6,SHEPD,LV,1,8,3.66
GU17 9,SEPD,LV,2,40,3.63
NW7 1,SEPD,HV,1,490,3.61
PO1 2,SEPD,LV,2,64,3.59
OX14 5,SEPD,LV,2,36,3.58
SL2 5,SEPD,"HV,LV",4,1250,3.55
RG41 4,SEPD,"HV,LV,PSI",4,1581,3.54
HS3 3,SHEPD,PSI,2,13,3.51
SP1 3,SEPD,"HV,PSI",2,1124,3.51
G63 9,SHEPD,PSI,1,10,3.51
SN2 7,SEPD,PSI,1,27,3.51
IV55 8,SHEPD,"LV,PSI",2,28,3.48
DT2 7,SEPD,PSI,1,225,3.48
IV44 8,SHEPD,PSI,1,6,3.48
KW5 6,SHEPD,PSI,1,2,3.48
DD4 6,SHEPD,"HV,LV",3,418,3.47
RG9 3,SEPD,"HV,PSI",3,128,3.41
OX10 7,SEPD,PSI,1,16,3.41
G83 9,SHEPD,PSI,2,9,3.4
GU27 1,SEPD,"LV,PSI",2,86,3.4
PH9 0,SHEPD,PSI,1,8,3.4
SO50 5,SEPD,LV,1,34,3.4
DD8 1,SHEPD,"HV,LV",3,61,3.37
W3 7,SEPD,LV,1,55,3.36
PO20 9,SEPD,"LV,PSI",2,67,3.35
ZE1 0,SHEPD,"LV,PSI",2,26,3.35
PO20 0,SEPD,PSI,1,51,3.35
KW1 5,SHEPD,PSI,3,35,3.34
DD10 0,SHEPD,PSI,1,6,3.34
IV9 8,SHEPD,PSI,1,12,3.34
TA21 9,SEPD,"LV,PSI",2,29,3.33
GU51 4,SEPD,"LV,PSI",3,62,3.32
HS9 5,SHEPD,"HV,PSI",2,3319,3.32
PO14 2,SEPD,"LV,PSI",2,109,3.32
PO14 3,SEPD,"LV,PSI",2,100,3.32
SL4 4,SEPD,LV,2,10,3.32
BH22 9,SEPD,PSI,1,26,3.32
PO36 0,SEPD,PSI,1,45,3.32
PH7 3,SHEPD,HV,5,162,3.28
RG21 5,SEPD,"HV,LV",4,658,3.28
AB56 1,SHEPD,LV,3,36,3.28
AB45 2,SHEPD,HV,2,55,3.22
AB15 6,SHEPD,LV,3,49,3.19
GU51 2,SEPD,LV,3,73,3.17
PO21 2,SEPD,"HV,LV",2,49,3.15
PH23 3,SHEPD,HV,3,1096,3.13
PH24 3,SHEPD,HV,3,1096,3.13
IV2 6,SHEPD,"HV,PSI",3,49,3.11
TW18 4,SEPD,"LV,PSI",2,26,3.09
BH31 7,SEPD,"HV,LV",2,39,3.08
PO30 4,SEPD,LV,3,39,3.04
BA11 6,SEPD,PSI,1,83,2.95
SN9 6,SEPD,PSI,1,171,2.95
BH19 3,SEPD,HV,1,4,2.93
RH20 2,SEPD,HV,1,605,2.92
SL1 4,SEPD,LV,1,90,2.92
SL2 1,SEPD,LV,1,90,2.92
SP5 4,SEPD,HV,1,45,2.9
OX25 6,SEPD,PSI,1,26,2.88
PO38 2,SEPD,PSI,1,99,2.88
AB51 0,SHEPD,"HV,PSI",2,260,2.83
FK8 3,SHEPD,"HV,PSI",3,127,2.79
AB55 4,SHEPD,PSI,1,92,2.79
SO50 8,SEPD,LV,1,15,2.79
BH1 3,SEPD,LV,4,123,2.78
BH4 8,SEPD,"HV,LV",2,634,2.76
PO16 8,SEPD,LV,5,148,2.75
DD5 1,SHEPD,LV,1,7,2.74
UB5 6,SEPD,LV,1,15,2.74
AB42 0,SHEPD,"HV,PSI",3,644,2.7
SL5 7,SEPD,HV,2,142,2.7
BH7 6,SEPD,LV,1,15,2.69
SL1 1,SEPD,LV,2,40,2.64
SO50 0,SEPD,HV,1,1447,2.63
BH2 5,SEPD,LV,1,23,2.58
AB41 7,SHEPD,"HV,LV,PSI",4,79,2.52
DD4 7,SHEPD,LV,2,74,2.52
BA13 4,SEPD,"HV,LV",2,183,2.5
DD11 2,SHEPD,LV,1,9,2.49
IV14 9,SHEPD,LV,1,5,2.48
RG5 3,SEPD,HV,2,1552,2.45
SO51 8,SEPD,LV,1,13,2.45
SO18 5,SEPD,LV,1,24,2.43
PA34 5,SHEPD,PSI,2,275,2.41
PA80 5,SHEPD,PSI,2,275,2.41
G83 7,SHEPD,HV,1,14,2.34
BA8 0,SEPD,HV,1,125,2.33
BA9 8,SEPD,HV,1,125,2.33
UB6 0,SEPD,LV,1,66,2.33
AB56 4,SHEPD,LV,1,19,2.31
BH17 9,SEPD,"LV,PSI",2,68,2.3
SN5 3,SEPD,"HV,PSI",2,129,2.3
PO22 8,SEPD,PSI,1,3,2.3
RG16 0,SEPD,PSI,1,43,2.3
SN5 5,SEPD,PSI,1,20,2.3
AB23 8,SHEPD,HV,1,3,2.27
GU14 6,SEPD,PSI,1,3,2.24
GU10 4,SEPD,HV,2,216,2.17
UB3 2,SEPD,LV,2,75,2.17
DT8 3,SEPD,PSI,1,79,2.16
RG26 3,SEPD,PSI,1,14,2.16
OX25 2,SEPD,PSI,1,43,2.15
OX33 1,SEPD,PSI,1,17,2.15
TW13 4,SEPD,"HV,LV",2,9,2.11
TW13 7,SEPD,"HV,LV",2,9,2.11
TW15 1,SEPD,HV,1,3,2.11
AB15 7,SHEPD,LV,1,41,2.1
KA28 0,SHEPD,"LV,PSI",4,99,2.09
AB51 3,SHEPD,LV,2,30,2.09
DD11 3,SHEPD,PSI,1,8,2.09
PO19 5,SEPD,PSI,1,169,2.09
SN5 4,SEPD,HV,1,14,2.09
SN13 8,SEPD,"HV,LV,PSI",4,1036,2.08
GU46 6,SEPD,LV,1,9,2.08
OX9 7,SEPD,HV,1,211,2.08
RG9 1,SEPD,PSI,1,128,2.08
RG9 4,SEPD,PSI,1,128,2.08
SO42 7,SEPD,PSI,1,2,2.08
SO50 4,SEPD,LV,3,51,2.07
SP4 6,SEPD,"LV,PSI",3,129,2.07
SO50 7,SEPD,LV,2,44,2.02
SO51 7,SEPD,LV,1,38,2.02
OX18 4,SEPD,LV,1,11,2.0
PA31 8,SHEPD,LV,1,10,2.0
SO20 6,SEPD,HV,3,975,1.99
SN2 5,SEPD,LV,1,15,1.99
AB54 4,SHEPD,"HV,PSI",5,141,1.96
SP1 2,SEPD,"HV,LV",4,3207,1.96
PO1 1,SEPD,LV,1,23,1.95
PO1 5,SEPD,LV,1,23,1.95
OX28 3,SEPD,LV,2,49,1.94
BH31 6,SEPD,LV,3,49,1.93
TW5 9,SEPD,LV,1,32,1.9
PO22 0,SEPD,"LV,PSI",4,126,1.89
BH13 7,SEPD,"LV,PSI",2,39,1.89
IV54 8,SHEPD,PSI,2,155,1.89
RG14 5,SEPD,LV,1,33,1.89
PH23 2,SHEPD,HV,2,1078,1.87
BN17 5,SEPD,LV,1,2,1.87
OX4 6,SEPD,PSI,1,21,1.87
HP7 9,SEPD,LV,1,10,1.86
SO40 3,SEPD,"LV,PSI",4,48,1.85
RG27 0,SEPD,"HV,PSI",2,137,1.77
RG30 1,SEPD,"LV,PSI",2,12,1.77
HA0 1,SEPD,LV,1,29,1.74
SL3 0,SEPD,"HV,PSI",2,1214,1.69
BA2 7,SEPD,HV,1,59,1.69
DD10 9,SHEPD,PSI,1,3,1.65
RG21 6,SEPD,"HV,LV",2,41,1.64
PO32 6,SEPD,LV,1,16,1.64
SO14 2,SEPD,"HV,LV",2,61,1.62
KW15 1,SHEPD,LV,1,13,1.61
TW18 3,SEPD,LV,1,39,1.57
BH2 6,SEPD,LV,1,18,1.56
IV43 8,SHEPD,"LV,PSI",2,14,1.55
TW3 4,SEPD,LV,1,18,1.55
AB35 5,SHEPD,HV,1,38,1.54
SN3 2,SEPD,LV,1,25,1.48
IV31 6,SHEPD,"LV,PSI",2,11,1.47
AB13 0,SHEPD,HV,1,21,1.42
DD3 7,SHEPD,LV,1,8,1.42
PH5 2,SHEPD,"HV,PSI",2,56,1.39
AB21 9,SHEPD,LV,3,77,1.34
PO3 5,SEPD,LV,3,71,1.31
SL7 3,SEPD,HV,1,72,1.26
IV2 4,SHEPD,LV,1,13,1.25
BH13 6,SEPD,HV,1,22,1.21
TW13 5,SEPD,LV,2,8,1.19
UB5 4,SEPD,LV,2,60,1.19
PO12 2,SEPD,LV,1,13,1.19
SL0 0,SEPD,"LV,PSI",2,31,1.14
HS5 3,SHEPD,"HV,LV",2,33,1.13
SO40 7,SEPD,LV,1,8,1.12
PO8 8,SEPD,"HV,LV",7,710,1.11
GU51 3,SEPD,LV,4,63,1.1
PO4 9,SEPD,LV,1,23,1.1
GU32 2,SEPD,LV,1,7,1.08
GU15 3,SEPD,"HV,LV",5,598,1.05
SO45 1,SEPD,LV,1,25,1.05
PO38 1,SEPD,LV,2,102,1.03
PO38 3,SEPD,LV,2,102,1.03
SO19 8,SEPD,"HV,LV",2,721,1.03
SO19 0,SEPD,HV,1,705,1.03
SO19 1,SEPD,HV,1,705,1.03
OX1 2,SEPD,LV,4,20,1.02
RG1 2,SEPD,LV,1,62,1.02
IV36 0,SHEPD,"HV,LV",2,29,1.01
IV36 3,SHEPD,HV,1,27,1.01
RG1 8,SEPD,LV,1,16,1.01
BH9 1,SEPD,"HV,LV",4,697,1.0
HS6 5,SHEPD,HV,2,3333,1.0
RG21 4,SEPD,"HV,LV",5,1347,0.98
BH15 1,SEPD,LV,2,34,0.97
RG21 7,SEPD,LV,1,9,0.97
SL9 9,SEPD,HV,1,5,0.97
PH50 4,SHEPD,PSI,1,6,0.96
DD9 7,SHEPD,"HV,LV",4,389,0.95
BH8 8,SEPD,"HV,LV",7,1329,0.94
BH8 9,SEPD,HV,1,931,0.94
AB21 7,SHEPD,"HV,LV",2,144,0.91
SN1 1,SEPD,"HV,LV",3,33,0.71
RG9 2,SEPD,"LV,PSI",6,171,0.0
IV30 8,SHEPD,"HV,LV,PSI",5,192,0.0
SP3 6,SEPD,"HV,LV,PSI",5,329,0.0
DD2 2,SHEPD,LV,4,101,0.0
DD3 6,SHEPD,LV,4,101,0.0
PO19 1,SEPD,"HV,LV",4,235,0.0
RG31 6,SEPD,LV,4,100,0.0
BH1 1,SEPD,"HV,LV",3,275,0.0
BH9 2,SEPD,"HV,LV",3,696,0.0
DD5 4,SHEPD,LV,3,21,0.0
GU18 5,SEPD,LV,3,75,0.0
GU32 3,SEPD,"LV,PSI",3,50,0.0
OX26 6,SEPD,"HV,LV",3,690,0.0
PO7 4,SEPD,"HV,LV",3,1911,0.0
RG2 8,SEPD,"HV,LV,PSI",3,125,0.0
RG42 6,SEPD,"HV,LV",3,42,0.0
SN15 5,SEPD,"HV,PSI",3,354,0.0
SO31 9,SEPD,"HV,LV",3,1648,0.0
AB22 8,SHEPD,"HV,LV",2,9,0.0
AB41 9,SHEPD,"LV,PSI",2,25,0.0
AB43 8,SHEPD,PSI,2,52,0.0
AB45 3,SHEPD,"HV,PSI",2,31,0.0
BA13 3,SEPD,LV,2,26,0.0
BA20 1,SEPD,"HV,LV",2,186,0.0
BH14 8,SEPD,LV,2,40,0.0
BH19 2,SEPD,LV,2,46,0.0
DD2 4,SHEPD,LV,2,10,0.0
DT5 1,SEPD,LV,2,20,0.0
GU15 1,SEPD,LV,2,22,0.0
IV1 1,SHEPD,LV,2,9,0.0
IV26 2,SHEPD,"HV,PSI",2,76,0.0
KY13 9,SHEPD,LV,2,16,0.0
NW10 6,SEPD,"HV,LV",2,359,0.0
OX10 9,SEPD,HV,2,617,0.0
OX3 0,SEPD,LV,2,11,0.0
PH16 5,SHEPD,"HV,LV",2,145,0.0
PH33 7,SHEPD,"LV,PSI",2,53,0.0
PO10 7,SEPD,HV,2,58,0.0
PO10 8,SEPD,"HV,LV",2,41,0.0
PO12 4,SEPD,LV,2,57,0.0
PO14 4,SEPD,"HV,LV",2,1625,0.0
PO2 0,SEPD,LV,2,75,0.0
PO2 9,SEPD,LV,2,108,0.0
PO22 6,SEPD,LV,2,12,0.0
PO30 5,SEPD,LV,2,14,0.0
PO40 9,SEPD,"HV,LV",2,228,0.0
RG2 7,SEPD,"HV,LV",2,197,0.0
RG23 7,SEPD,HV,2,694,0.0
SL5 8,SEPD,LV,2,20,0.0
SN11 8,SEPD,LV,2,58,0.0
SN13 0,SEPD,"HV,LV",2,14,0.0
SN4 0,SEPD,"HV,PSI",2,945,0.0
SO45 4,SEPD,"HV,LV",2,327,0.0
SO45 6,SEPD,HV,2,665,0.0
SP5 2,SEPD,"HV,LV",2,945,0.0
TW14 8,SEPD,LV,2,71,0.0
UB10 0,SEPD,LV,2,51,0.0
UB2 4,SEPD,LV,2,54,0.0
W13 9,SEPD,LV,2,97,0.0
AB11 4,SHEPD,HV,1,501,0.0
AB11 6,SHEPD,HV,1,501,0.0
AB14 0,SHEPD,PSI,1,11,0.0
AB25 3,SHEPD,LV,1,30,0.0
AB33 8,SHEPD,HV,1,27,0.0
AB34 5,SHEPD,HV,1,38,0.0
AB51 4,SHEPD,HV,1,39,0.0
BA14 0,SEPD,LV,1,71,0.0
BA7 7,SEPD,LV,1,39,0.0
BH11 8,SEPD,LV,1,2,0.0
BH14 9,SEPD,LV,1,31,0.0
BH19 1,SEPD,LV,1,36,0.0
BH23 1,SEPD,HV,1,628,0.0
BH3 7,SEPD,HV,1,628,0.0
BH5 2,SEPD,LV,1,8,0.0
BH6 3,SEPD,LV,1,22,0.0
BH6 5,SEPD,LV,1,27,0.0
BN18 9,SEPD,LV,1,17,0.0
DD1 5,SHEPD,LV,1,18,0.0
DD2 3,SHEPD,LV,1,26,0.0
DD3 8,SHEPD,LV,1,7,0.0
DD4 0,SHEPD,LV,1,11,0.0
DD4 8,SHEPD,LV,1,10,0.0
DD4 9,SHEPD,LV,1,20,0.0
DD8 5,SHEPD,HV,1,4,0.0
DD9 6,SHEPD,LV,1,6,0.0
DT4 6,SEPD,HV,1,53,0.0
DT9 6,SEPD,LV,1,11,0.0
EH52 6,SHEPD,PSI,1,211,0.0
EH53 0,SHEPD,LV,1,20,0.0
FK10 1,SHEPD,HV,1,3310,0.0
FK15 0,SHEPD,LV,1,5,0.0
FK9 4,SHEPD,HV,1,4,0.0
GL54 2,SEPD,PSI,1,2,0.0
GL7 6,SEPD,HV,1,79,0.0
GU16 6,SEPD,HV,1,2,0.0
GU16 7,SEPD,LV,1,3,0.0
GU16 9,SEPD,LV,1,29,0.0
GU17 0,SEPD,LV,1,23,0.0
GU24 8,SEPD,HV,1,2,0.0
GU34 5,SEPD,LV,1,11,0.0
GU47 9,SEPD,LV,1,29,0.0
GU52 8,SEPD,LV,1,9,0.0
GU9 7,SEPD,LV,1,11,0.0
HP10 0,SEPD,HV,1,745,0.0
HP11 1,SEPD,LV,1,12,0.0
HP13 6,SEPD,HV,1,319,0.0
HP15 7,SEPD,LV,1,3,0.0
IV17 0,SHEPD,PSI,1,16,0.0
IV2 3,SHEPD,LV,1,10,0.0
IV20 1,SHEPD,PSI,1,2,0.0
IV3 8,SHEPD,LV,1,7,0.0
IV30 4,SHEPD,LV,1,27,0.0
IV30 5,SHEPD,HV,1,83,0.0
IV30 6,SHEPD,LV,1,13,0.0
IV36 1,SHEPD,LV,1,14,0.0
IV47 8,SHEPD,PSI,1,6,0.0
KY12 9,SHEPD,LV,1,7,0.0
MK18 4,SEPD,HV,1,589,0.0
NW2 4,SEPD,HV,1,357,0.0
OX12 8,SEPD,LV,1,12,0.0
OX2 0,SEPD,LV,1,14,0.0
OX2 7,SEPD,LV,1,10,0.0
OX25 4,SEPD,PSI,1,2,0.0
OX25 5,SEPD,PSI,1,2,0.0
OX26 4,SEPD,LV,1,8,0.0
OX26 5,SEPD,HV,1,589,0.0
OX28 1,SEPD,LV,1,17,0.0
OX28 2,SEPD,LV,1,25,0.0
PA22 3,SHEPD,HV,1,29,0.0
PA23 7,SHEPD,HV,1,237,0.0
PA24 8,SHEPD,HV,1,22,0.0
PA32 8,SHEPD,PSI,1,9,0.0
PA37 1,SHEPD,LV,1,4,0.0
PA72 6,SHEPD,LV,1,2,0.0
PH1 4,SHEPD,HV,1,6,0.0
PH12 8,SHEPD,LV,1,3,0.0
PH7 4,SHEPD,HV,1,11,0.0
PO1 3,SEPD,LV,1,61,0.0
PO20 8,SEPD,LV,1,3,0.0
PO30 3,SEPD,PSI,1,18,0.0
PO4 8,SEPD,LV,1,29,0.0
PO5 1,SEPD,LV,1,35,0.0
RG1 5,SEPD,LV,1,83,0.0
RG1 7,SEPD,LV,1,16,0.0
RG18 3,SEPD,HV,1,80,0.0
RG19 6,SEPD,HV,1,38,0.0
RG2 0,SEPD,LV,1,14,0.0
RG20 7,SEPD,HV,1,398,0.0
RG22 6,SEPD,HV,1,582,0.0
RG23 8,SEPD,LV,1,17,0.0
RG30 6,SEPD,LV,1,18,0.0
RG4 8,SEPD,LV,1,4,0.0
RG40 3,SEPD,LV,1,18,0.0
RG42 3,SEPD,HV,1,21,0.0
RG42 4,SEPD,HV,1,17,0.0
RG42 5,SEPD,HV,1,17,0.0
RG5 2,SEPD,HV,1,629,0.0
SL6 2,SEPD,LV,1,14,0.0
SL6 8,SEPD,LV,1,31,0.0
SL6 9,SEPD,HV,1,1281,0.0
SN12 2,SEPD,HV,1,866,0.0
SN12 8,SEPD,HV,1,987,0.0
SN2 1,SEPD,LV,1,11,0.0
SN2 2,SEPD,LV,1,16,0.0
SN3 3,SEPD,LV,1,11,0.0
SN5 6,SEPD,LV,1,35,0.0
SN5 7,SEPD,HV,1,67,0.0
SO15 1,SEPD,HV,1,50,0.0
SO15 3,SEPD,LV,1,36,0.0
SO15 4,SEPD,HV,1,4,0.0
SO19 4,SEPD,LV,1,8,0.0
SO30 8,SEPD,HV,1,40,0.0
SO31 4,SEPD,HV,1,40,0.0
SP1 1,SEPD,HV,1,1102,0.0
SP3 3,SEPD,HV,1,1661,0.0
TW19 6,SEPD,LV,1,2,0.0
TW3 1,SEPD,LV,1,61,0.0
TW3 2,SEPD,LV,1,61,0.0
UB3 4,SEPD,LV,1,6,0.0
UB8 3,SEPD,LV,1,5,0.0
W3 0,SEPD,LV,1,3,0.0
W4 4,SEPD,LV,1,49,0.0
